ENPH,Date
6.309999942779541,2013-07-30 00:00:00-04:00
6.349999904632568,2013-07-31 00:00:00-04:00
6.25,2013-08-01 00:00:00-04:00
6.28000020980835,2013-08-02 00:00:00-04:00
6.599999904632568,2013-08-05 00:00:00-04:00
6.059999942779541,2013-08-06 00:00:00-04:00
6.0,2013-08-07 00:00:00-04:00
6.050000190734863,2013-08-08 00:00:00-04:00
6.070000171661377,2013-08-09 00:00:00-04:00
6.46999979019165,2013-08-12 00:00:00-04:00
6.5,2013-08-13 00:00:00-04:00
7.110000133514404,2013-08-14 00:00:00-04:00
6.849999904632568,2013-08-15 00:00:00-04:00
6.5,2013-08-16 00:00:00-04:00
6.489999771118164,2013-08-19 00:00:00-04:00
6.409999847412109,2013-08-20 00:00:00-04:00
6.360000133514404,2013-08-21 00:00:00-04:00
6.610000133514404,2013-08-22 00:00:00-04:00
6.980000019073486,2013-08-23 00:00:00-04:00
7.230000019073486,2013-08-26 00:00:00-04:00
6.579999923706055,2013-08-27 00:00:00-04:00
6.510000228881836,2013-08-28 00:00:00-04:00
6.440000057220459,2013-08-29 00:00:00-04:00
6.289999961853027,2013-08-30 00:00:00-04:00
6.610000133514404,2013-09-03 00:00:00-04:00
6.980000019073486,2013-09-04 00:00:00-04:00
7.110000133514404,2013-09-05 00:00:00-04:00
6.940000057220459,2013-09-06 00:00:00-04:00
7.440000057220459,2013-09-09 00:00:00-04:00
7.789999961853027,2013-09-10 00:00:00-04:00
8.0,2013-09-11 00:00:00-04:00
7.880000114440918,2013-09-12 00:00:00-04:00
8.0600004196167,2013-09-13 00:00:00-04:00
8.140000343322754,2013-09-16 00:00:00-04:00
8.079999923706055,2013-09-17 00:00:00-04:00
8.25,2013-09-18 00:00:00-04:00
8.300000190734863,2013-09-19 00:00:00-04:00
8.729999542236328,2013-09-20 00:00:00-04:00
8.520000457763672,2013-09-23 00:00:00-04:00
8.050000190734863,2013-09-24 00:00:00-04:00
7.989999771118164,2013-09-25 00:00:00-04:00
8.050000190734863,2013-09-26 00:00:00-04:00
7.940000057220459,2013-09-27 00:00:00-04:00
8.119999885559082,2013-09-30 00:00:00-04:00
8.319999694824219,2013-10-01 00:00:00-04:00
8.359999656677246,2013-10-02 00:00:00-04:00
8.34000015258789,2013-10-03 00:00:00-04:00
8.930000305175781,2013-10-04 00:00:00-04:00
8.65999984741211,2013-10-07 00:00:00-04:00
8.0600004196167,2013-10-08 00:00:00-04:00
7.619999885559082,2013-10-09 00:00:00-04:00
8.1899995803833,2013-10-10 00:00:00-04:00
8.6899995803833,2013-10-11 00:00:00-04:00
8.75,2013-10-14 00:00:00-04:00
8.579999923706055,2013-10-15 00:00:00-04:00
8.59000015258789,2013-10-16 00:00:00-04:00
8.65999984741211,2013-10-17 00:00:00-04:00
8.84000015258789,2013-10-18 00:00:00-04:00
9.079999923706055,2013-10-21 00:00:00-04:00
9.0,2013-10-22 00:00:00-04:00
8.739999771118164,2013-10-23 00:00:00-04:00
8.729999542236328,2013-10-24 00:00:00-04:00
7.900000095367432,2013-10-25 00:00:00-04:00
7.860000133514404,2013-10-28 00:00:00-04:00
7.880000114440918,2013-10-29 00:00:00-04:00
7.670000076293945,2013-10-30 00:00:00-04:00
7.550000190734863,2013-10-31 00:00:00-04:00
7.610000133514404,2013-11-01 00:00:00-04:00
7.929999828338623,2013-11-04 00:00:00-05:00
8.25,2013-11-05 00:00:00-05:00
8.0,2013-11-06 00:00:00-05:00
7.679999828338623,2013-11-07 00:00:00-05:00
7.840000152587891,2013-11-08 00:00:00-05:00
8.15999984741211,2013-11-11 00:00:00-05:00
8.220000267028809,2013-11-12 00:00:00-05:00
7.949999809265137,2013-11-13 00:00:00-05:00
7.840000152587891,2013-11-14 00:00:00-05:00
7.769999980926514,2013-11-15 00:00:00-05:00
7.679999828338623,2013-11-18 00:00:00-05:00
7.110000133514404,2013-11-19 00:00:00-05:00
6.800000190734863,2013-11-20 00:00:00-05:00
7.070000171661377,2013-11-21 00:00:00-05:00
7.110000133514404,2013-11-22 00:00:00-05:00
7.050000190734863,2013-11-25 00:00:00-05:00
7.139999866485596,2013-11-26 00:00:00-05:00
7.239999771118164,2013-11-27 00:00:00-05:00
7.25,2013-11-29 00:00:00-05:00
6.909999847412109,2013-12-02 00:00:00-05:00
6.599999904632568,2013-12-03 00:00:00-05:00
6.409999847412109,2013-12-04 00:00:00-05:00
6.269999980926514,2013-12-05 00:00:00-05:00
6.0,2013-12-06 00:00:00-05:00
5.71999979019165,2013-12-09 00:00:00-05:00
5.650000095367432,2013-12-10 00:00:00-05:00
5.170000076293945,2013-12-11 00:00:00-05:00
4.889999866485596,2013-12-12 00:00:00-05:00
