FANG,Date
43.52930450439453,2013-11-11 00:00:00-05:00
42.88399887084961,2013-11-12 00:00:00-05:00
43.414939880371094,2013-11-13 00:00:00-05:00
43.390438079833984,2013-11-14 00:00:00-05:00
43.72533416748047,2013-11-15 00:00:00-05:00
41.01343536376953,2013-11-18 00:00:00-05:00
39.87803649902344,2013-11-19 00:00:00-05:00
39.82902145385742,2013-11-20 00:00:00-05:00
42.26320266723633,2013-11-21 00:00:00-05:00
42.09166717529297,2013-11-22 00:00:00-05:00
41.560707092285156,2013-11-25 00:00:00-05:00
42.157012939453125,2013-11-26 00:00:00-05:00
40.89091491699219,2013-11-27 00:00:00-05:00
40.629520416259766,2013-11-29 00:00:00-05:00
41.144126892089844,2013-12-02 00:00:00-05:00
41.02976608276367,2013-12-03 00:00:00-05:00
41.2094841003418,2013-12-04 00:00:00-05:00
40.18843078613281,2013-12-05 00:00:00-05:00
37.72158432006836,2013-12-06 00:00:00-05:00
36.814884185791016,2013-12-09 00:00:00-05:00
37.574554443359375,2013-12-10 00:00:00-05:00
36.84757614135742,2013-12-11 00:00:00-05:00
36.72502899169922,2013-12-12 00:00:00-05:00
36.53717041015625,2013-12-13 00:00:00-05:00
37.1579704284668,2013-12-16 00:00:00-05:00
37.67257308959961,2013-12-17 00:00:00-05:00
37.852272033691406,2013-12-18 00:00:00-05:00
40.67853546142578,2013-12-19 00:00:00-05:00
41.487205505371094,2013-12-20 00:00:00-05:00
42.55725860595703,2013-12-23 00:00:00-05:00
42.491912841796875,2013-12-24 00:00:00-05:00
43.07187271118164,2013-12-26 00:00:00-05:00
43.57013702392578,2013-12-27 00:00:00-05:00
42.41841506958008,2013-12-30 00:00:00-05:00
43.19439697265625,2013-12-31 00:00:00-05:00
41.789432525634766,2014-01-02 00:00:00-05:00
40.17210006713867,2014-01-03 00:00:00-05:00
39.673828125,2014-01-06 00:00:00-05:00
39.52680206298828,2014-01-07 00:00:00-05:00
38.8896598815918,2014-01-08 00:00:00-05:00
37.18246841430664,2014-01-09 00:00:00-05:00
38.366886138916016,2014-01-10 00:00:00-05:00
36.292110443115234,2014-01-13 00:00:00-05:00
38.39955139160156,2014-01-14 00:00:00-05:00
39.22456359863281,2014-01-15 00:00:00-05:00
39.70648956298828,2014-01-16 00:00:00-05:00
39.624820709228516,2014-01-17 00:00:00-05:00
40.09040832519531,2014-01-21 00:00:00-05:00
41.83844757080078,2014-01-22 00:00:00-05:00
41.20131301879883,2014-01-23 00:00:00-05:00
39.91887283325195,2014-01-24 00:00:00-05:00
38.832489013671875,2014-01-27 00:00:00-05:00
40.67853546142578,2014-01-28 00:00:00-05:00
39.6901741027832,2014-01-29 00:00:00-05:00
41.960975646972656,2014-01-30 00:00:00-05:00
42.45924758911133,2014-01-31 00:00:00-05:00
40.90725326538086,2014-02-03 00:00:00-05:00
42.181522369384766,2014-02-04 00:00:00-05:00
43.25973892211914,2014-02-05 00:00:00-05:00
43.92137908935547,2014-02-06 00:00:00-05:00
46.331058502197266,2014-02-07 00:00:00-05:00
46.984527587890625,2014-02-10 00:00:00-05:00
48.11993408203125,2014-02-11 00:00:00-05:00
47.352108001708984,2014-02-12 00:00:00-05:00
48.10359573364258,2014-02-13 00:00:00-05:00
48.724388122558594,2014-02-14 00:00:00-05:00
49.84345626831055,2014-02-18 00:00:00-05:00
49.85979080200195,2014-02-19 00:00:00-05:00
51.191246032714844,2014-02-20 00:00:00-05:00
52.26948165893555,2014-02-21 00:00:00-05:00
52.931114196777344,2014-02-24 00:00:00-05:00
52.065250396728516,2014-02-25 00:00:00-05:00
52.71872329711914,2014-02-26 00:00:00-05:00
52.187782287597656,2014-02-27 00:00:00-05:00
52.54719543457031,2014-02-28 00:00:00-05:00
52.612545013427734,2014-03-03 00:00:00-05:00
53.48655700683594,2014-03-04 00:00:00-05:00
52.310306549072266,2014-03-05 00:00:00-05:00
51.26475143432617,2014-03-06 00:00:00-05:00
52.17961502075195,2014-03-07 00:00:00-05:00
51.48530578613281,2014-03-10 00:00:00-04:00
50.652130126953125,2014-03-11 00:00:00-04:00
51.591487884521484,2014-03-12 00:00:00-04:00
51.75485610961914,2014-03-13 00:00:00-04:00
51.934574127197266,2014-03-14 00:00:00-04:00
52.220455169677734,2014-03-17 00:00:00-04:00
53.64991760253906,2014-03-18 00:00:00-04:00
52.6043701171875,2014-03-19 00:00:00-04:00
53.24966812133789,2014-03-20 00:00:00-04:00
52.45734405517578,2014-03-21 00:00:00-04:00
52.391998291015625,2014-03-24 00:00:00-04:00
52.51451873779297,2014-03-25 00:00:00-04:00
53.0046272277832,2014-03-26 00:00:00-04:00
55.57766342163086,2014-03-27 00:00:00-04:00
56.93360900878906,2014-03-28 00:00:00-04:00
54.98137664794922,2014-03-31 00:00:00-04:00
54.2462158203125,2014-04-01 00:00:00-04:00
56.33732223510742,2014-04-02 00:00:00-04:00
55.471473693847656,2014-04-03 00:00:00-04:00
54.932376861572266,2014-04-04 00:00:00-04:00
53.23333740234375,2014-04-07 00:00:00-04:00
