GFS,Date
57.5099983215332,2023-01-30 00:00:00-05:00
59.279998779296875,2023-01-31 00:00:00-05:00
63.189998626708984,2023-02-01 00:00:00-05:00
64.79000091552734,2023-02-02 00:00:00-05:00
63.25,2023-02-03 00:00:00-05:00
61.4900016784668,2023-02-06 00:00:00-05:00
63.0,2023-02-07 00:00:00-05:00
62.720001220703125,2023-02-08 00:00:00-05:00
64.9000015258789,2023-02-09 00:00:00-05:00
64.58999633789062,2023-02-10 00:00:00-05:00
66.1500015258789,2023-02-13 00:00:00-05:00
71.7300033569336,2023-02-14 00:00:00-05:00
69.91999816894531,2023-02-15 00:00:00-05:00
69.52999877929688,2023-02-16 00:00:00-05:00
67.16000366210938,2023-02-17 00:00:00-05:00
63.11000061035156,2023-02-21 00:00:00-05:00
63.220001220703125,2023-02-22 00:00:00-05:00
64.43000030517578,2023-02-23 00:00:00-05:00
64.69000244140625,2023-02-24 00:00:00-05:00
64.88999938964844,2023-02-27 00:00:00-05:00
65.33999633789062,2023-02-28 00:00:00-05:00
65.11000061035156,2023-03-01 00:00:00-05:00
65.54000091552734,2023-03-02 00:00:00-05:00
66.70999908447266,2023-03-03 00:00:00-05:00
66.19000244140625,2023-03-06 00:00:00-05:00
65.05999755859375,2023-03-07 00:00:00-05:00
67.51000213623047,2023-03-08 00:00:00-05:00
66.4000015258789,2023-03-09 00:00:00-05:00
64.19999694824219,2023-03-10 00:00:00-05:00
64.05000305175781,2023-03-13 00:00:00-04:00
65.8499984741211,2023-03-14 00:00:00-04:00
64.75,2023-03-15 00:00:00-04:00
66.7699966430664,2023-03-16 00:00:00-04:00
66.45999908447266,2023-03-17 00:00:00-04:00
68.08999633789062,2023-03-20 00:00:00-04:00
68.83999633789062,2023-03-21 00:00:00-04:00
68.26000213623047,2023-03-22 00:00:00-04:00
69.73999786376953,2023-03-23 00:00:00-04:00
69.05000305175781,2023-03-24 00:00:00-04:00
67.80000305175781,2023-03-27 00:00:00-04:00
66.25,2023-03-28 00:00:00-04:00
69.41999816894531,2023-03-29 00:00:00-04:00
70.55999755859375,2023-03-30 00:00:00-04:00
72.18000030517578,2023-03-31 00:00:00-04:00
70.70999908447266,2023-04-03 00:00:00-04:00
69.33999633789062,2023-04-04 00:00:00-04:00
66.22000122070312,2023-04-05 00:00:00-04:00
66.9000015258789,2023-04-06 00:00:00-04:00
67.75,2023-04-10 00:00:00-04:00
67.69999694824219,2023-04-11 00:00:00-04:00
66.05999755859375,2023-04-12 00:00:00-04:00
65.93000030517578,2023-04-13 00:00:00-04:00
65.8499984741211,2023-04-14 00:00:00-04:00
65.25,2023-04-17 00:00:00-04:00
65.12000274658203,2023-04-18 00:00:00-04:00
63.97999954223633,2023-04-19 00:00:00-04:00
62.70000076293945,2023-04-20 00:00:00-04:00
61.880001068115234,2023-04-21 00:00:00-04:00
60.97999954223633,2023-04-24 00:00:00-04:00
58.470001220703125,2023-04-25 00:00:00-04:00
58.25,2023-04-26 00:00:00-04:00
58.0099983215332,2023-04-27 00:00:00-04:00
58.79999923706055,2023-04-28 00:00:00-04:00
59.18000030517578,2023-05-01 00:00:00-04:00
59.38999938964844,2023-05-02 00:00:00-04:00
59.43000030517578,2023-05-03 00:00:00-04:00
58.220001220703125,2023-05-04 00:00:00-04:00
59.40999984741211,2023-05-05 00:00:00-04:00
59.79999923706055,2023-05-08 00:00:00-04:00
54.22999954223633,2023-05-09 00:00:00-04:00
54.5,2023-05-10 00:00:00-04:00
53.97999954223633,2023-05-11 00:00:00-04:00
53.720001220703125,2023-05-12 00:00:00-04:00
54.779998779296875,2023-05-15 00:00:00-04:00
54.22999954223633,2023-05-16 00:00:00-04:00
55.7400016784668,2023-05-17 00:00:00-04:00
56.88999938964844,2023-05-18 00:00:00-04:00
56.970001220703125,2023-05-19 00:00:00-04:00
57.400001525878906,2023-05-22 00:00:00-04:00
57.52000045776367,2023-05-23 00:00:00-04:00
55.5099983215332,2023-05-24 00:00:00-04:00
56.40999984741211,2023-05-25 00:00:00-04:00
60.04999923706055,2023-05-26 00:00:00-04:00
60.689998626708984,2023-05-30 00:00:00-04:00
58.33000183105469,2023-05-31 00:00:00-04:00
59.349998474121094,2023-06-01 00:00:00-04:00
59.16999816894531,2023-06-02 00:00:00-04:00
56.630001068115234,2023-06-05 00:00:00-04:00
57.400001525878906,2023-06-06 00:00:00-04:00
59.20000076293945,2023-06-07 00:00:00-04:00
59.400001525878906,2023-06-08 00:00:00-04:00
59.43000030517578,2023-06-09 00:00:00-04:00
62.29999923706055,2023-06-12 00:00:00-04:00
62.88999938964844,2023-06-13 00:00:00-04:00
62.47999954223633,2023-06-14 00:00:00-04:00
62.939998626708984,2023-06-15 00:00:00-04:00
62.459999084472656,2023-06-16 00:00:00-04:00
61.849998474121094,2023-06-20 00:00:00-04:00
59.439998626708984,2023-06-21 00:00:00-04:00
59.61000061035156,2023-06-22 00:00:00-04:00
57.689998626708984,2023-06-23 00:00:00-04:00
59.86000061035156,2023-06-26 00:00:00-04:00
62.83000183105469,2023-06-27 00:00:00-04:00
62.970001220703125,2023-06-28 00:00:00-04:00
63.09000015258789,2023-06-29 00:00:00-04:00
64.58000183105469,2023-06-30 00:00:00-04:00
64.73999786376953,2023-07-03 00:00:00-04:00
63.349998474121094,2023-07-05 00:00:00-04:00
61.790000915527344,2023-07-06 00:00:00-04:00
62.540000915527344,2023-07-07 00:00:00-04:00
64.33000183105469,2023-07-10 00:00:00-04:00
64.19999694824219,2023-07-11 00:00:00-04:00
65.55000305175781,2023-07-12 00:00:00-04:00
66.73999786376953,2023-07-13 00:00:00-04:00
66.72000122070312,2023-07-14 00:00:00-04:00
68.0999984741211,2023-07-17 00:00:00-04:00
67.44999694824219,2023-07-18 00:00:00-04:00
66.7300033569336,2023-07-19 00:00:00-04:00
64.31999969482422,2023-07-20 00:00:00-04:00
63.75,2023-07-21 00:00:00-04:00
61.849998474121094,2023-07-24 00:00:00-04:00
62.439998626708984,2023-07-25 00:00:00-04:00
60.650001525878906,2023-07-26 00:00:00-04:00
61.459999084472656,2023-07-27 00:00:00-04:00
62.75,2023-07-28 00:00:00-04:00
63.689998626708984,2023-07-31 00:00:00-04:00
62.22999954223633,2023-08-01 00:00:00-04:00
60.349998474121094,2023-08-02 00:00:00-04:00
59.65999984741211,2023-08-03 00:00:00-04:00
58.77000045776367,2023-08-04 00:00:00-04:00
59.150001525878906,2023-08-07 00:00:00-04:00
60.130001068115234,2023-08-08 00:00:00-04:00
59.209999084472656,2023-08-09 00:00:00-04:00
58.4900016784668,2023-08-10 00:00:00-04:00
56.880001068115234,2023-08-11 00:00:00-04:00
58.189998626708984,2023-08-14 00:00:00-04:00
57.16999816894531,2023-08-15 00:00:00-04:00
55.95000076293945,2023-08-16 00:00:00-04:00
54.650001525878906,2023-08-17 00:00:00-04:00
53.90999984741211,2023-08-18 00:00:00-04:00
54.970001220703125,2023-08-21 00:00:00-04:00
54.029998779296875,2023-08-22 00:00:00-04:00
54.630001068115234,2023-08-23 00:00:00-04:00
52.16999816894531,2023-08-24 00:00:00-04:00
52.52000045776367,2023-08-25 00:00:00-04:00
52.7400016784668,2023-08-28 00:00:00-04:00
54.529998779296875,2023-08-29 00:00:00-04:00
54.689998626708984,2023-08-30 00:00:00-04:00
55.25,2023-08-31 00:00:00-04:00
55.439998626708984,2023-09-01 00:00:00-04:00
56.150001525878906,2023-09-05 00:00:00-04:00
55.779998779296875,2023-09-06 00:00:00-04:00
56.529998779296875,2023-09-07 00:00:00-04:00
57.9900016784668,2023-09-08 00:00:00-04:00
59.0099983215332,2023-09-11 00:00:00-04:00
60.06999969482422,2023-09-12 00:00:00-04:00
59.810001373291016,2023-09-13 00:00:00-04:00
