KHC,Date
62.997684478759766,2016-09-20 00:00:00-04:00
63.568946838378906,2016-09-21 00:00:00-04:00
64.39330291748047,2016-09-22 00:00:00-04:00
64.23420715332031,2016-09-23 00:00:00-04:00
64.01725006103516,2016-09-26 00:00:00-04:00
64.52344512939453,2016-09-27 00:00:00-04:00
64.75483703613281,2016-09-28 00:00:00-04:00
64.04617309570312,2016-09-29 00:00:00-04:00
64.72592163085938,2016-09-30 00:00:00-04:00
64.41497039794922,2016-10-03 00:00:00-04:00
63.648475646972656,2016-10-04 00:00:00-04:00
63.185665130615234,2016-10-05 00:00:00-04:00
63.26523208618164,2016-10-06 00:00:00-04:00
63.20013427734375,2016-10-07 00:00:00-04:00
63.99558639526367,2016-10-10 00:00:00-04:00
63.084434509277344,2016-10-11 00:00:00-04:00
63.012142181396484,2016-10-12 00:00:00-04:00
62.947052001953125,2016-10-13 00:00:00-04:00
64.01725006103516,2016-10-14 00:00:00-04:00
64.23420715332031,2016-10-17 00:00:00-04:00
64.30650329589844,2016-10-18 00:00:00-04:00
63.691871643066406,2016-10-19 00:00:00-04:00
63.605079650878906,2016-10-20 00:00:00-04:00
63.57615661621094,2016-10-21 00:00:00-04:00
64.29203796386719,2016-10-24 00:00:00-04:00
63.89433288574219,2016-10-25 00:00:00-04:00
63.691871643066406,2016-10-26 00:00:00-04:00
63.40983963012695,2016-10-27 00:00:00-04:00
63.691871643066406,2016-10-28 00:00:00-04:00
64.32096099853516,2016-10-31 00:00:00-04:00
63.901546478271484,2016-11-01 00:00:00-04:00
63.742488861083984,2016-11-02 00:00:00-04:00
62.368560791015625,2016-11-03 00:00:00-04:00
60.7777214050293,2016-11-04 00:00:00-04:00
62.209476470947266,2016-11-07 00:00:00-05:00
63.879886627197266,2016-11-08 00:00:00-05:00
61.42128372192383,2016-11-09 00:00:00-05:00
58.87592315673828,2016-11-10 00:00:00-05:00
58.72404479980469,2016-11-11 00:00:00-05:00
57.90693664550781,2016-11-14 00:00:00-05:00
58.6734504699707,2016-11-15 00:00:00-05:00
59.58456802368164,2016-11-16 00:00:00-05:00
59.902740478515625,2016-11-17 00:00:00-05:00
59.678585052490234,2016-11-18 00:00:00-05:00
60.48122024536133,2016-11-21 00:00:00-05:00
60.80662536621094,2016-11-22 00:00:00-05:00
59.61349105834961,2016-11-23 00:00:00-05:00
59.982269287109375,2016-11-25 00:00:00-05:00
60.17753219604492,2016-11-28 00:00:00-05:00
60.74156188964844,2016-11-29 00:00:00-05:00
59.46700668334961,2016-11-30 00:00:00-05:00
58.62216567993164,2016-12-01 00:00:00-05:00
58.92805099487305,2016-12-02 00:00:00-05:00
58.469200134277344,2016-12-05 00:00:00-05:00
58.236141204833984,2016-12-06 00:00:00-05:00
60.413795471191406,2016-12-07 00:00:00-05:00
59.94767761230469,2016-12-08 00:00:00-05:00
61.01832580566406,2016-12-09 00:00:00-05:00
61.32421112060547,2016-12-12 00:00:00-05:00
61.863162994384766,2016-12-13 00:00:00-05:00
61.44073486328125,2016-12-14 00:00:00-05:00
62.176353454589844,2016-12-15 00:00:00-05:00
62.970211029052734,2016-12-16 00:00:00-05:00
63.07216262817383,2016-12-19 00:00:00-05:00
62.620609283447266,2016-12-20 00:00:00-05:00
63.07947540283203,2016-12-21 00:00:00-05:00
63.567413330078125,2016-12-22 00:00:00-05:00
63.778629302978516,2016-12-23 00:00:00-05:00
63.78590393066406,2016-12-27 00:00:00-05:00
63.58926010131836,2016-12-28 00:00:00-05:00
64.04082489013672,2016-12-29 00:00:00-05:00
63.596561431884766,2016-12-30 00:00:00-05:00
63.74949264526367,2017-01-03 00:00:00-05:00
63.38532257080078,2017-01-04 00:00:00-05:00
