JD,Date
24.988676071166992,2015-11-13 00:00:00-05:00
26.913036346435547,2015-11-16 00:00:00-05:00
27.025136947631836,2015-11-17 00:00:00-05:00
26.67949867248535,2015-11-18 00:00:00-05:00
27.13723373413086,2015-11-19 00:00:00-05:00
28.01534080505371,2015-11-20 00:00:00-05:00
28.659910202026367,2015-11-23 00:00:00-05:00
28.35163688659668,2015-11-24 00:00:00-05:00
28.01534080505371,2015-11-25 00:00:00-05:00
27.977975845336914,2015-11-27 00:00:00-05:00
28.659910202026367,2015-11-30 00:00:00-05:00
29.425918579101562,2015-12-01 00:00:00-05:00
29.827604293823242,2015-12-02 00:00:00-05:00
29.481966018676758,2015-12-03 00:00:00-05:00
30.126535415649414,2015-12-04 00:00:00-05:00
30.388097763061523,2015-12-07 00:00:00-05:00
29.790237426757812,2015-12-08 00:00:00-05:00
29.50065040588379,2015-12-09 00:00:00-05:00
29.51933479309082,2015-12-10 00:00:00-05:00
28.538469314575195,2015-12-11 00:00:00-05:00
28.80937385559082,2015-12-14 00:00:00-05:00
29.50065040588379,2015-12-15 00:00:00-05:00
30.103178024291992,2015-12-16 00:00:00-05:00
30.24797821044922,2015-12-17 00:00:00-05:00
30.50019645690918,2015-12-18 00:00:00-05:00
30.36007308959961,2015-12-21 00:00:00-05:00
30.388097763061523,2015-12-22 00:00:00-05:00
30.397441864013672,2015-12-23 00:00:00-05:00
30.43480682373047,2015-12-24 00:00:00-05:00
29.790237426757812,2015-12-28 00:00:00-05:00
30.50019645690918,2015-12-29 00:00:00-05:00
29.967729568481445,2015-12-30 00:00:00-05:00
30.140546798706055,2015-12-31 00:00:00-05:00
27.58563232421875,2016-01-04 00:00:00-05:00
28.024682998657227,2016-01-05 00:00:00-05:00
27.800485610961914,2016-01-06 00:00:00-05:00
26.109664916992188,2016-01-07 00:00:00-05:00
25.801393508911133,2016-01-08 00:00:00-05:00
25.250240325927734,2016-01-11 00:00:00-05:00
26.34787368774414,2016-01-12 00:00:00-05:00
25.315629959106445,2016-01-13 00:00:00-05:00
26.268470764160156,2016-01-14 00:00:00-05:00
25.212873458862305,2016-01-15 00:00:00-05:00
25.6052188873291,2016-01-19 00:00:00-05:00
24.643035888671875,2016-01-20 00:00:00-05:00
24.932628631591797,2016-01-21 00:00:00-05:00
25.474437713623047,2016-01-22 00:00:00-05:00
25.250240325927734,2016-01-25 00:00:00-05:00
25.22221565246582,2016-01-26 00:00:00-05:00
23.708881378173828,2016-01-27 00:00:00-05:00
23.699541091918945,2016-01-28 00:00:00-05:00
24.316083908081055,2016-01-29 00:00:00-05:00
23.90505599975586,2016-02-01 00:00:00-05:00
23.045631408691406,2016-02-02 00:00:00-05:00
22.24225616455078,2016-02-03 00:00:00-05:00
23.31653594970703,2016-02-04 00:00:00-05:00
22.083450317382812,2016-02-05 00:00:00-05:00
21.6817626953125,2016-02-08 00:00:00-05:00
21.373491287231445,2016-02-09 00:00:00-05:00
21.709787368774414,2016-02-10 00:00:00-05:00
21.392175674438477,2016-02-11 00:00:00-05:00
21.607030868530273,2016-02-12 00:00:00-05:00
23.335220336914062,2016-02-16 00:00:00-05:00
24.0264949798584,2016-02-17 00:00:00-05:00
23.662174224853516,2016-02-18 00:00:00-05:00
23.858346939086914,2016-02-19 00:00:00-05:00
24.58698844909668,2016-02-22 00:00:00-05:00
23.90505599975586,2016-02-23 00:00:00-05:00
23.98912811279297,2016-02-24 00:00:00-05:00
23.288511276245117,2016-02-25 00:00:00-05:00
23.736907958984375,2016-02-26 00:00:00-05:00
24.017152786254883,2016-02-29 00:00:00-05:00
24.755138397216797,2016-03-01 00:00:00-05:00
24.88591766357422,2016-03-02 00:00:00-05:00
23.90505599975586,2016-03-03 00:00:00-05:00
