MU,Date
1.0233328342437744,1986-02-24 00:00:00-05:00
1.011293649673462,1986-02-25 00:00:00-05:00
1.0474110841751099,1986-02-26 00:00:00-05:00
1.0474110841751099,1986-02-27 00:00:00-05:00
1.107607126235962,1986-02-28 00:00:00-05:00
1.035372018814087,1986-03-03 00:00:00-05:00
1.0233328342437744,1986-03-04 00:00:00-05:00
1.035372018814087,1986-03-05 00:00:00-05:00
1.0233328342437744,1986-03-06 00:00:00-05:00
0.999254584312439,1986-03-07 00:00:00-05:00
1.011293649673462,1986-03-10 00:00:00-05:00
1.0955681800842285,1986-03-11 00:00:00-05:00
1.203920841217041,1986-03-12 00:00:00-05:00
1.264116883277893,1986-03-13 00:00:00-05:00
1.203920841217041,1986-03-14 00:00:00-05:00
1.2761561870574951,1986-03-17 00:00:00-05:00
1.3002346754074097,1986-03-18 00:00:00-05:00
1.215959906578064,1986-03-19 00:00:00-05:00
1.2279994487762451,1986-03-20 00:00:00-05:00
1.191881775856018,1986-03-21 00:00:00-05:00
1.191881775856018,1986-03-24 00:00:00-05:00
1.1678035259246826,1986-03-25 00:00:00-05:00
1.119646430015564,1986-03-26 00:00:00-05:00
1.1798425912857056,1986-03-27 00:00:00-05:00
1.143724799156189,1986-03-31 00:00:00-05:00
1.1316853761672974,1986-04-01 00:00:00-05:00
1.083528995513916,1986-04-02 00:00:00-05:00
1.143724799156189,1986-04-03 00:00:00-05:00
1.155763864517212,1986-04-04 00:00:00-05:00
1.1678035259246826,1986-04-07 00:00:00-05:00
1.2520779371261597,1986-04-08 00:00:00-05:00
1.2520779371261597,1986-04-09 00:00:00-05:00
1.3002346754074097,1986-04-10 00:00:00-05:00
1.3363521099090576,1986-04-11 00:00:00-05:00
1.3363521099090576,1986-04-14 00:00:00-05:00
1.3122737407684326,1986-04-15 00:00:00-05:00
1.3122737407684326,1986-04-16 00:00:00-05:00
1.4085874557495117,1986-04-17 00:00:00-05:00
1.3845089673995972,1986-04-18 00:00:00-05:00
1.3604304790496826,1986-04-21 00:00:00-05:00
1.3483911752700806,1986-04-22 00:00:00-05:00
1.3604304790496826,1986-04-23 00:00:00-05:00
1.5049012899398804,1986-04-24 00:00:00-05:00
1.5650970935821533,1986-04-25 00:00:00-05:00
1.5530582666397095,1986-04-28 00:00:00-04:00
1.5289796590805054,1986-04-29 00:00:00-04:00
1.3965485095977783,1986-04-30 00:00:00-04:00
1.4206266403198242,1986-05-01 00:00:00-04:00
1.3724699020385742,1986-05-02 00:00:00-04:00
1.4687833786010742,1986-05-05 00:00:00-04:00
1.4447050094604492,1986-05-06 00:00:00-04:00
1.3845089673995972,1986-05-07 00:00:00-04:00
1.3845089673995972,1986-05-08 00:00:00-04:00
1.4206266403198242,1986-05-09 00:00:00-04:00
1.4447050094604492,1986-05-12 00:00:00-04:00
1.3845089673995972,1986-05-13 00:00:00-04:00
1.264116883277893,1986-05-14 00:00:00-04:00
1.2761561870574951,1986-05-15 00:00:00-04:00
1.288195252418518,1986-05-16 00:00:00-04:00
1.2520779371261597,1986-05-19 00:00:00-04:00
1.3122737407684326,1986-05-20 00:00:00-04:00
1.3363521099090576,1986-05-21 00:00:00-04:00
1.3363521099090576,1986-05-22 00:00:00-04:00
1.264116883277893,1986-05-23 00:00:00-04:00
1.215959906578064,1986-05-27 00:00:00-04:00
1.143724799156189,1986-05-28 00:00:00-04:00
1.1798425912857056,1986-05-29 00:00:00-04:00
1.203920841217041,1986-05-30 00:00:00-04:00
1.155763864517212,1986-06-02 00:00:00-04:00
1.143724799156189,1986-06-03 00:00:00-04:00
1.0474110841751099,1986-06-04 00:00:00-04:00
1.059450626373291,1986-06-05 00:00:00-04:00
0.9631367325782776,1986-06-06 00:00:00-04:00
0.8909014463424683,1986-06-09 00:00:00-04:00
0.9270190000534058,1986-06-10 00:00:00-04:00
0.9751758575439453,1986-06-11 00:00:00-04:00
0.914979875087738,1986-06-12 00:00:00-04:00
0.8788622617721558,1986-06-13 00:00:00-04:00
0.8186662793159485,1986-06-16 00:00:00-04:00
0.8066270351409912,1986-06-17 00:00:00-04:00
0.7705093622207642,1986-06-18 00:00:00-04:00
0.8186662793159485,1986-06-19 00:00:00-04:00
0.8547838926315308,1986-06-20 00:00:00-04:00
0.7945878505706787,1986-06-23 00:00:00-04:00
0.8427445888519287,1986-06-24 00:00:00-04:00
0.8427445888519287,1986-06-25 00:00:00-04:00
0.7945878505706787,1986-06-26 00:00:00-04:00
