PYPL,Date
41.060001373291016,2017-01-05 00:00:00-05:00
41.45000076293945,2017-01-06 00:00:00-05:00
41.400001525878906,2017-01-09 00:00:00-05:00
41.08000183105469,2017-01-10 00:00:00-05:00
41.279998779296875,2017-01-11 00:00:00-05:00
41.560001373291016,2017-01-12 00:00:00-05:00
41.599998474121094,2017-01-13 00:00:00-05:00
41.27000045776367,2017-01-17 00:00:00-05:00
41.349998474121094,2017-01-18 00:00:00-05:00
41.27000045776367,2017-01-19 00:00:00-05:00
41.689998626708984,2017-01-20 00:00:00-05:00
41.619998931884766,2017-01-23 00:00:00-05:00
41.959999084472656,2017-01-24 00:00:00-05:00
41.709999084472656,2017-01-25 00:00:00-05:00
41.5,2017-01-26 00:00:00-05:00
40.27000045776367,2017-01-27 00:00:00-05:00
39.86000061035156,2017-01-30 00:00:00-05:00
39.779998779296875,2017-01-31 00:00:00-05:00
39.310001373291016,2017-02-01 00:00:00-05:00
39.58000183105469,2017-02-02 00:00:00-05:00
39.59000015258789,2017-02-03 00:00:00-05:00
39.7400016784668,2017-02-06 00:00:00-05:00
40.02000045776367,2017-02-07 00:00:00-05:00
40.880001068115234,2017-02-08 00:00:00-05:00
40.83000183105469,2017-02-09 00:00:00-05:00
40.58000183105469,2017-02-10 00:00:00-05:00
41.16999816894531,2017-02-13 00:00:00-05:00
41.619998931884766,2017-02-14 00:00:00-05:00
41.869998931884766,2017-02-15 00:00:00-05:00
42.150001525878906,2017-02-16 00:00:00-05:00
41.959999084472656,2017-02-17 00:00:00-05:00
42.43000030517578,2017-02-21 00:00:00-05:00
42.41999816894531,2017-02-22 00:00:00-05:00
42.529998779296875,2017-02-23 00:00:00-05:00
43.06999969482422,2017-02-24 00:00:00-05:00
42.63999938964844,2017-02-27 00:00:00-05:00
42.0,2017-02-28 00:00:00-05:00
42.43000030517578,2017-03-01 00:00:00-05:00
42.77000045776367,2017-03-02 00:00:00-05:00
43.029998779296875,2017-03-03 00:00:00-05:00
42.869998931884766,2017-03-06 00:00:00-05:00
42.88999938964844,2017-03-07 00:00:00-05:00
42.790000915527344,2017-03-08 00:00:00-05:00
42.91999816894531,2017-03-09 00:00:00-05:00
42.9900016784668,2017-03-10 00:00:00-05:00
42.59000015258789,2017-03-13 00:00:00-04:00
42.099998474121094,2017-03-14 00:00:00-04:00
42.38999938964844,2017-03-15 00:00:00-04:00
42.400001525878906,2017-03-16 00:00:00-04:00
43.08000183105469,2017-03-17 00:00:00-04:00
43.15999984741211,2017-03-20 00:00:00-04:00
42.63999938964844,2017-03-21 00:00:00-04:00
43.189998626708984,2017-03-22 00:00:00-04:00
43.13999938964844,2017-03-23 00:00:00-04:00
43.130001068115234,2017-03-24 00:00:00-04:00
43.08000183105469,2017-03-27 00:00:00-04:00
43.150001525878906,2017-03-28 00:00:00-04:00
43.2400016784668,2017-03-29 00:00:00-04:00
43.540000915527344,2017-03-30 00:00:00-04:00
43.02000045776367,2017-03-31 00:00:00-04:00
42.630001068115234,2017-04-03 00:00:00-04:00
42.720001220703125,2017-04-04 00:00:00-04:00
42.88999938964844,2017-04-05 00:00:00-04:00
42.900001525878906,2017-04-06 00:00:00-04:00
43.040000915527344,2017-04-07 00:00:00-04:00
43.04999923706055,2017-04-10 00:00:00-04:00
42.689998626708984,2017-04-11 00:00:00-04:00
42.4900016784668,2017-04-12 00:00:00-04:00
42.54999923706055,2017-04-13 00:00:00-04:00
43.099998474121094,2017-04-17 00:00:00-04:00
43.09000015258789,2017-04-18 00:00:00-04:00
43.29999923706055,2017-04-19 00:00:00-04:00
43.689998626708984,2017-04-20 00:00:00-04:00
43.810001373291016,2017-04-21 00:00:00-04:00
44.27000045776367,2017-04-24 00:00:00-04:00
44.709999084472656,2017-04-25 00:00:00-04:00
44.40999984741211,2017-04-26 00:00:00-04:00
47.150001525878906,2017-04-27 00:00:00-04:00
47.720001220703125,2017-04-28 00:00:00-04:00
47.540000915527344,2017-05-01 00:00:00-04:00
49.04999923706055,2017-05-02 00:00:00-04:00
49.02000045776367,2017-05-03 00:00:00-04:00
48.90999984741211,2017-05-04 00:00:00-04:00
49.29999923706055,2017-05-05 00:00:00-04:00
49.16999816894531,2017-05-08 00:00:00-04:00
49.220001220703125,2017-05-09 00:00:00-04:00
49.790000915527344,2017-05-10 00:00:00-04:00
49.70000076293945,2017-05-11 00:00:00-04:00
49.369998931884766,2017-05-12 00:00:00-04:00
49.77000045776367,2017-05-15 00:00:00-04:00
50.34000015258789,2017-05-16 00:00:00-04:00
49.04999923706055,2017-05-17 00:00:00-04:00
49.11000061035156,2017-05-18 00:00:00-04:00
49.38999938964844,2017-05-19 00:00:00-04:00
49.77000045776367,2017-05-22 00:00:00-04:00
50.130001068115234,2017-05-23 00:00:00-04:00
51.04999923706055,2017-05-24 00:00:00-04:00
50.93000030517578,2017-05-25 00:00:00-04:00
51.189998626708984,2017-05-26 00:00:00-04:00
51.060001373291016,2017-05-30 00:00:00-04:00
52.209999084472656,2017-05-31 00:00:00-04:00
53.15999984741211,2017-06-01 00:00:00-04:00
53.52000045776367,2017-06-02 00:00:00-04:00
53.79999923706055,2017-06-05 00:00:00-04:00
53.400001525878906,2017-06-06 00:00:00-04:00
53.849998474121094,2017-06-07 00:00:00-04:00
54.38999938964844,2017-06-08 00:00:00-04:00
53.400001525878906,2017-06-09 00:00:00-04:00
52.15999984741211,2017-06-12 00:00:00-04:00
52.060001373291016,2017-06-13 00:00:00-04:00
51.900001525878906,2017-06-14 00:00:00-04:00
52.290000915527344,2017-06-15 00:00:00-04:00
51.84000015258789,2017-06-16 00:00:00-04:00
52.93000030517578,2017-06-19 00:00:00-04:00
52.52000045776367,2017-06-20 00:00:00-04:00
53.540000915527344,2017-06-21 00:00:00-04:00
53.869998931884766,2017-06-22 00:00:00-04:00
54.33000183105469,2017-06-23 00:00:00-04:00
53.7400016784668,2017-06-26 00:00:00-04:00
52.72999954223633,2017-06-27 00:00:00-04:00
54.38999938964844,2017-06-28 00:00:00-04:00
53.41999816894531,2017-06-29 00:00:00-04:00
53.66999816894531,2017-06-30 00:00:00-04:00
52.869998931884766,2017-07-03 00:00:00-04:00
54.61000061035156,2017-07-05 00:00:00-04:00
53.470001220703125,2017-07-06 00:00:00-04:00
53.970001220703125,2017-07-07 00:00:00-04:00
54.939998626708984,2017-07-10 00:00:00-04:00
54.7599983215332,2017-07-11 00:00:00-04:00
56.54999923706055,2017-07-12 00:00:00-04:00
57.900001525878906,2017-07-13 00:00:00-04:00
57.15999984741211,2017-07-14 00:00:00-04:00
57.58000183105469,2017-07-17 00:00:00-04:00
58.959999084472656,2017-07-18 00:00:00-04:00
58.349998474121094,2017-07-19 00:00:00-04:00
59.09000015258789,2017-07-20 00:00:00-04:00
58.66999816894531,2017-07-21 00:00:00-04:00
58.58000183105469,2017-07-24 00:00:00-04:00
58.2599983215332,2017-07-25 00:00:00-04:00
58.790000915527344,2017-07-26 00:00:00-04:00
60.150001525878906,2017-07-27 00:00:00-04:00
59.20000076293945,2017-07-28 00:00:00-04:00
58.54999923706055,2017-07-31 00:00:00-04:00
59.34000015258789,2017-08-01 00:00:00-04:00
59.119998931884766,2017-08-02 00:00:00-04:00
58.41999816894531,2017-08-03 00:00:00-04:00
58.86000061035156,2017-08-04 00:00:00-04:00
59.619998931884766,2017-08-07 00:00:00-04:00
59.47999954223633,2017-08-08 00:00:00-04:00
59.66999816894531,2017-08-09 00:00:00-04:00
58.02000045776367,2017-08-10 00:00:00-04:00
58.040000915527344,2017-08-11 00:00:00-04:00
59.060001373291016,2017-08-14 00:00:00-04:00
59.689998626708984,2017-08-15 00:00:00-04:00
