NXPI,Date
21.38823127746582,2011-01-13 00:00:00-05:00
21.4432373046875,2011-01-14 00:00:00-05:00
21.61742401123047,2011-01-18 00:00:00-05:00
21.049026489257812,2011-01-19 00:00:00-05:00
19.866395950317383,2011-01-20 00:00:00-05:00
20.141420364379883,2011-01-21 00:00:00-05:00
20.76482391357422,2011-01-24 00:00:00-05:00
22.25916290283203,2011-01-25 00:00:00-05:00
23.826839447021484,2011-01-26 00:00:00-05:00
23.90934944152832,2011-01-27 00:00:00-05:00
22.525022506713867,2011-01-28 00:00:00-05:00
23.597652435302734,2011-01-31 00:00:00-05:00
24.963632583618164,2011-02-01 00:00:00-05:00
24.926963806152344,2011-02-02 00:00:00-05:00
24.93613052368164,2011-02-03 00:00:00-05:00
25.073646545410156,2011-02-04 00:00:00-05:00
24.12019920349121,2011-02-07 00:00:00-05:00
24.18437957763672,2011-02-08 00:00:00-05:00
24.331064224243164,2011-02-09 00:00:00-05:00
23.99186134338379,2011-02-10 00:00:00-05:00
23.166765213012695,2011-02-11 00:00:00-05:00
23.322616577148438,2011-02-14 00:00:00-05:00
22.928409576416016,2011-02-15 00:00:00-05:00
24.6886043548584,2011-02-16 00:00:00-05:00
25.03697395324707,2011-02-17 00:00:00-05:00
26.86134910583496,2011-02-18 00:00:00-05:00
26.998859405517578,2011-02-22 00:00:00-05:00
26.04541778564453,2011-02-23 00:00:00-05:00
26.696327209472656,2011-02-24 00:00:00-05:00
28.00730323791504,2011-02-25 00:00:00-05:00
29.29078483581543,2011-02-28 00:00:00-05:00
27.4847469329834,2011-03-01 00:00:00-05:00
26.815509796142578,2011-03-02 00:00:00-05:00
28.575702667236328,2011-03-03 00:00:00-05:00
28.19066047668457,2011-03-04 00:00:00-05:00
26.73299789428711,2011-03-07 00:00:00-05:00
26.320453643798828,2011-03-08 00:00:00-05:00
25.467851638793945,2011-03-09 00:00:00-05:00
24.30355453491211,2011-03-10 00:00:00-05:00
25.174488067626953,2011-03-11 00:00:00-05:00
23.680152893066406,2011-03-14 00:00:00-04:00
24.092700958251953,2011-03-15 00:00:00-04:00
23.7810001373291,2011-03-16 00:00:00-04:00
24.697765350341797,2011-03-17 00:00:00-04:00
25.256999969482422,2011-03-18 00:00:00-04:00
25.53203010559082,2011-03-21 00:00:00-04:00
24.9544677734375,2011-03-22 00:00:00-04:00
24.81694984436035,2011-03-23 00:00:00-04:00
25.944576263427734,2011-03-24 00:00:00-04:00
25.55953025817871,2011-03-25 00:00:00-04:00
26.30211639404297,2011-03-28 00:00:00-04:00
28.68572235107422,2011-03-29 00:00:00-04:00
28.76822280883789,2011-03-30 00:00:00-04:00
27.4755802154541,2011-03-31 00:00:00-04:00
28.043977737426758,2011-04-01 00:00:00-04:00
28.539033889770508,2011-04-04 00:00:00-04:00
29.327455520629883,2011-04-05 00:00:00-04:00
30.491750717163086,2011-04-06 00:00:00-04:00
30.198381423950195,2011-04-07 00:00:00-04:00
29.905017852783203,2011-04-08 00:00:00-04:00
29.529142379760742,2011-04-11 00:00:00-04:00
28.438186645507812,2011-04-12 00:00:00-04:00
28.9149112701416,2011-04-13 00:00:00-04:00
29.519977569580078,2011-04-14 00:00:00-04:00
29.64832305908203,2011-04-15 00:00:00-04:00
29.0982608795166,2011-04-18 00:00:00-04:00
28.832401275634766,2011-04-19 00:00:00-04:00
30.766782760620117,2011-04-20 00:00:00-04:00
30.675100326538086,2011-04-21 00:00:00-04:00
30.675100326538086,2011-04-25 00:00:00-04:00
31.335174560546875,2011-04-26 00:00:00-04:00
30.6384334564209,2011-04-27 00:00:00-04:00
30.317564010620117,2011-04-28 00:00:00-04:00
30.620100021362305,2011-04-29 00:00:00-04:00
30.290063858032227,2011-05-02 00:00:00-04:00
29.153270721435547,2011-05-03 00:00:00-04:00
29.162429809570312,2011-05-04 00:00:00-04:00
28.41985321044922,2011-05-05 00:00:00-04:00
28.32817840576172,2011-05-06 00:00:00-04:00
28.438186645507812,2011-05-09 00:00:00-04:00
27.613096237182617,2011-05-10 00:00:00-04:00
26.586315155029297,2011-05-11 00:00:00-04:00
27.35639762878418,2011-05-12 00:00:00-04:00
26.916351318359375,2011-05-13 00:00:00-04:00
25.357845306396484,2011-05-16 00:00:00-04:00
25.449522018432617,2011-05-17 00:00:00-04:00
26.329618453979492,2011-05-18 00:00:00-04:00
25.962907791137695,2011-05-19 00:00:00-04:00
26.45796775817871,2011-05-20 00:00:00-04:00
25.091981887817383,2011-05-23 00:00:00-04:00
24.945293426513672,2011-05-24 00:00:00-04:00
24.9544677734375,2011-05-25 00:00:00-04:00
26.173770904541016,2011-05-26 00:00:00-04:00
26.017915725708008,2011-05-27 00:00:00-04:00
26.155433654785156,2011-05-31 00:00:00-04:00
24.844451904296875,2011-06-01 00:00:00-04:00
24.30355453491211,2011-06-02 00:00:00-04:00
24.477745056152344,2011-06-03 00:00:00-04:00
24.340229034423828,2011-06-06 00:00:00-04:00
24.367733001708984,2011-06-07 00:00:00-04:00
23.3317813873291,2011-06-08 00:00:00-04:00
23.02924919128418,2011-06-09 00:00:00-04:00
22.31416893005371,2011-06-10 00:00:00-04:00
22.121646881103516,2011-06-13 00:00:00-04:00
23.276779174804688,2011-06-14 00:00:00-04:00
22.011632919311523,2011-06-15 00:00:00-04:00
22.277498245239258,2011-06-16 00:00:00-04:00
20.76482391357422,2011-06-17 00:00:00-04:00
20.94818115234375,2011-06-20 00:00:00-04:00
21.580751419067383,2011-06-21 00:00:00-04:00
21.269052505493164,2011-06-22 00:00:00-04:00
21.461572647094727,2011-06-23 00:00:00-04:00
21.507413864135742,2011-06-24 00:00:00-04:00
21.699934005737305,2011-06-27 00:00:00-04:00
23.084257125854492,2011-06-28 00:00:00-04:00
23.20343589782715,2011-06-29 00:00:00-04:00
24.505245208740234,2011-06-30 00:00:00-04:00
25.22032928466797,2011-07-01 00:00:00-04:00
24.670265197753906,2011-07-05 00:00:00-04:00
24.202707290649414,2011-07-06 00:00:00-04:00
24.331064224243164,2011-07-07 00:00:00-04:00
23.900178909301758,2011-07-08 00:00:00-04:00
22.928409576416016,2011-07-11 00:00:00-04:00
21.27822494506836,2011-07-12 00:00:00-04:00
20.865671157836914,2011-07-13 00:00:00-04:00
20.260608673095703,2011-07-14 00:00:00-04:00
19.88473129272461,2011-07-15 00:00:00-04:00
19.40801239013672,2011-07-18 00:00:00-04:00
20.260608673095703,2011-07-19 00:00:00-04:00
20.22393226623535,2011-07-20 00:00:00-04:00
19.912233352661133,2011-07-21 00:00:00-04:00
20.84733772277832,2011-07-22 00:00:00-04:00
20.00390625,2011-07-25 00:00:00-04:00
20.1872615814209,2011-07-26 00:00:00-04:00
18.812108993530273,2011-07-27 00:00:00-04:00
18.830442428588867,2011-07-28 00:00:00-04:00
18.133695602416992,2011-07-29 00:00:00-04:00
17.702823638916016,2011-08-01 00:00:00-04:00
17.22610092163086,2011-08-02 00:00:00-04:00
17.510295867919922,2011-08-03 00:00:00-04:00
15.667587280273438,2011-08-04 00:00:00-04:00
13.67819881439209,2011-08-05 00:00:00-04:00
12.862277030944824,2011-08-08 00:00:00-04:00
15.2275390625,2011-08-09 00:00:00-04:00
14.989178657531738,2011-08-10 00:00:00-04:00
16.96023941040039,2011-08-11 00:00:00-04:00
16.511016845703125,2011-08-12 00:00:00-04:00
17.134418487548828,2011-08-15 00:00:00-04:00
16.538524627685547,2011-08-16 00:00:00-04:00
16.263492584228516,2011-08-17 00:00:00-04:00
15.282546043395996,2011-08-18 00:00:00-04:00
14.613303184509277,2011-08-19 00:00:00-04:00
14.769158363342285,2011-08-22 00:00:00-04:00
15.502572059631348,2011-08-23 00:00:00-04:00
15.2733793258667,2011-08-24 00:00:00-04:00
14.732484817504883,2011-08-25 00:00:00-04:00
15.145031929016113,2011-08-26 00:00:00-04:00
15.73176383972168,2011-08-29 00:00:00-04:00
15.346718788146973,2011-08-30 00:00:00-04:00
14.93417739868164,2011-08-31 00:00:00-04:00
15.15420150756836,2011-09-01 00:00:00-04:00
15.044187545776367,2011-09-02 00:00:00-04:00
14.576635360717773,2011-09-06 00:00:00-04:00
16.025127410888672,2011-09-07 00:00:00-04:00
15.740931510925293,2011-09-08 00:00:00-04:00
15.15420150756836,2011-09-09 00:00:00-04:00
15.777600288391113,2011-09-12 00:00:00-04:00
16.60269546508789,2011-09-13 00:00:00-04:00
17.510295867919922,2011-09-14 00:00:00-04:00
18.601255416870117,2011-09-15 00:00:00-04:00
18.207040786743164,2011-09-16 00:00:00-04:00
17.143587112426758,2011-09-19 00:00:00-04:00
16.437681198120117,2011-09-20 00:00:00-04:00
15.69509220123291,2011-09-21 00:00:00-04:00
15.45673656463623,2011-09-22 00:00:00-04:00
15.420060157775879,2011-09-23 00:00:00-04:00
15.218374252319336,2011-09-26 00:00:00-04:00
15.850947380065918,2011-09-27 00:00:00-04:00
15.07169246673584,2011-09-28 00:00:00-04:00
13.7423734664917,2011-09-29 00:00:00-04:00
12.944784164428711,2011-09-30 00:00:00-04:00
12.541406631469727,2011-10-03 00:00:00-04:00
13.366498947143555,2011-10-04 00:00:00-04:00
13.696535110473633,2011-10-05 00:00:00-04:00
14.237430572509766,2011-10-06 00:00:00-04:00
14.035740852355957,2011-10-07 00:00:00-04:00
14.860832214355469,2011-10-10 00:00:00-04:00
14.723315238952637,2011-10-11 00:00:00-04:00
15.520909309387207,2011-10-12 00:00:00-04:00
15.73176383972168,2011-10-13 00:00:00-04:00
15.878447532653809,2011-10-14 00:00:00-04:00
15.163370132446289,2011-10-17 00:00:00-04:00
15.795934677124023,2011-10-18 00:00:00-04:00
15.090024948120117,2011-10-19 00:00:00-04:00
14.585803985595703,2011-10-20 00:00:00-04:00
14.64997386932373,2011-10-21 00:00:00-04:00
16.50185203552246,2011-10-24 00:00:00-04:00
16.171812057495117,2011-10-25 00:00:00-04:00
16.868558883666992,2011-10-26 00:00:00-04:00
18.0236873626709,2011-10-27 00:00:00-04:00
17.446125030517578,2011-10-28 00:00:00-04:00
16.474349975585938,2011-10-31 00:00:00-04:00
15.438395500183105,2011-11-01 00:00:00-04:00
15.823443412780762,2011-11-02 00:00:00-04:00
15.942622184753418,2011-11-03 00:00:00-04:00
16.245155334472656,2011-11-04 00:00:00-04:00
15.740931510925293,2011-11-07 00:00:00-05:00
15.438395500183105,2011-11-08 00:00:00-05:00
14.301604270935059,2011-11-09 00:00:00-05:00
14.292436599731445,2011-11-10 00:00:00-05:00
15.236705780029297,2011-11-11 00:00:00-05:00
15.15420150756836,2011-11-14 00:00:00-05:00
16.034299850463867,2011-11-15 00:00:00-05:00
16.025127410888672,2011-11-16 00:00:00-05:00
15.181700706481934,2011-11-17 00:00:00-05:00
14.915841102600098,2011-11-18 00:00:00-05:00
14.53996467590332,2011-11-21 00:00:00-05:00
14.264933586120605,2011-11-22 00:00:00-05:00
13.944062232971191,2011-11-23 00:00:00-05:00
13.751541137695312,2011-11-25 00:00:00-05:00
14.237430572509766,2011-11-28 00:00:00-05:00
13.999069213867188,2011-11-29 00:00:00-05:00
15.493407249450684,2011-11-30 00:00:00-05:00
15.667587280273438,2011-12-01 00:00:00-05:00
16.06180191040039,2011-12-02 00:00:00-05:00
16.263492584228516,2011-12-05 00:00:00-05:00
16.208480834960938,2011-12-06 00:00:00-05:00
17.006072998046875,2011-12-07 00:00:00-05:00
16.31849479675293,2011-12-08 00:00:00-05:00
16.171812057495117,2011-12-09 00:00:00-05:00
15.209207534790039,2011-12-12 00:00:00-05:00
14.072410583496094,2011-12-13 00:00:00-05:00
13.879888534545898,2011-12-14 00:00:00-05:00
14.01740550994873,2011-12-15 00:00:00-05:00
14.035740852355957,2011-12-16 00:00:00-05:00
13.128137588500977,2011-12-19 00:00:00-05:00
13.705703735351562,2011-12-20 00:00:00-05:00
13.531517028808594,2011-12-21 00:00:00-05:00
14.484955787658691,2011-12-22 00:00:00-05:00
14.503293991088867,2011-12-23 00:00:00-05:00
14.466622352600098,2011-12-27 00:00:00-05:00
13.879888534545898,2011-12-28 00:00:00-05:00
14.127418518066406,2011-12-29 00:00:00-05:00
14.090744972229004,2011-12-30 00:00:00-05:00
14.677478790283203,2012-01-03 00:00:00-05:00
14.824161529541016,2012-01-04 00:00:00-05:00
15.12669563293457,2012-01-05 00:00:00-05:00
15.493407249450684,2012-01-06 00:00:00-05:00
16.208480834960938,2012-01-09 00:00:00-05:00
15.988458633422852,2012-01-10 00:00:00-05:00
16.116806030273438,2012-01-11 00:00:00-05:00
16.135143280029297,2012-01-12 00:00:00-05:00
15.73176383972168,2012-01-13 00:00:00-05:00
15.759267807006836,2012-01-17 00:00:00-05:00
17.400283813476562,2012-01-18 00:00:00-05:00
17.638647079467773,2012-01-19 00:00:00-05:00
18.848777770996094,2012-01-20 00:00:00-05:00
18.839611053466797,2012-01-23 00:00:00-05:00
19.93973731994629,2012-01-24 00:00:00-05:00
19.28883171081543,2012-01-25 00:00:00-05:00
19.52719497680664,2012-01-26 00:00:00-05:00
19.95807647705078,2012-01-27 00:00:00-05:00
19.132976531982422,2012-01-30 00:00:00-05:00
19.463010787963867,2012-01-31 00:00:00-05:00
20.23310089111328,2012-02-01 00:00:00-05:00
20.22393226623535,2012-02-02 00:00:00-05:00
20.85649871826172,2012-02-03 00:00:00-05:00
19.930574417114258,2012-02-06 00:00:00-05:00
19.96724510192871,2012-02-07 00:00:00-05:00
20.058916091918945,2012-02-08 00:00:00-05:00
20.159765243530273,2012-02-09 00:00:00-05:00
19.829727172851562,2012-02-10 00:00:00-05:00
20.73733139038086,2012-02-13 00:00:00-05:00
21.681598663330078,2012-02-14 00:00:00-05:00
22.87339973449707,2012-02-15 00:00:00-05:00
23.680152893066406,2012-02-16 00:00:00-05:00
23.258441925048828,2012-02-17 00:00:00-05:00
22.231653213500977,2012-02-21 00:00:00-05:00
21.681598663330078,2012-02-22 00:00:00-05:00
22.506690979003906,2012-02-23 00:00:00-05:00
22.900903701782227,2012-02-24 00:00:00-05:00
22.81839942932129,2012-02-27 00:00:00-05:00
23.001745223999023,2012-02-28 00:00:00-05:00
22.73587989807129,2012-02-29 00:00:00-05:00
22.268329620361328,2012-03-01 00:00:00-05:00
21.626590728759766,2012-03-02 00:00:00-05:00
21.13153648376465,2012-03-05 00:00:00-05:00
20.67314910888672,2012-03-06 00:00:00-05:00
21.51658058166504,2012-03-07 00:00:00-05:00
22.891735076904297,2012-03-08 00:00:00-05:00
23.505971908569336,2012-03-09 00:00:00-05:00
22.53419303894043,2012-03-12 00:00:00-04:00
22.8000545501709,2012-03-13 00:00:00-04:00
23.524303436279297,2012-03-14 00:00:00-04:00
23.487628936767578,2012-03-15 00:00:00-04:00
24.083534240722656,2012-03-16 00:00:00-04:00
24.138540267944336,2012-03-19 00:00:00-04:00
23.707658767700195,2012-03-20 00:00:00-04:00
23.88184356689453,2012-03-21 00:00:00-04:00
24.083534240722656,2012-03-22 00:00:00-04:00
24.72526741027832,2012-03-23 00:00:00-04:00
24.63359832763672,2012-03-26 00:00:00-04:00
24.670265197753906,2012-03-27 00:00:00-04:00
24.651927947998047,2012-03-28 00:00:00-04:00
24.39523696899414,2012-03-29 00:00:00-04:00
24.39523696899414,2012-03-30 00:00:00-04:00
23.946020126342773,2012-04-02 00:00:00-04:00
23.285945892333984,2012-04-03 00:00:00-04:00
23.377622604370117,2012-04-04 00:00:00-04:00
23.615982055664062,2012-04-05 00:00:00-04:00
23.0659236907959,2012-04-09 00:00:00-04:00
21.73659896850586,2012-04-10 00:00:00-04:00
21.87411880493164,2012-04-11 00:00:00-04:00
22.73587989807129,2012-04-12 00:00:00-04:00
22.139984130859375,2012-04-13 00:00:00-04:00
22.680877685546875,2012-04-16 00:00:00-04:00
22.882568359375,2012-04-17 00:00:00-04:00
22.937570571899414,2012-04-18 00:00:00-04:00
22.084972381591797,2012-04-19 00:00:00-04:00
21.259885787963867,2012-04-20 00:00:00-04:00
21.479907989501953,2012-04-23 00:00:00-04:00
21.910789489746094,2012-04-24 00:00:00-04:00
22.06664276123047,2012-04-25 00:00:00-04:00
22.937570571899414,2012-04-26 00:00:00-04:00
24.12937355041504,2012-04-27 00:00:00-04:00
23.6984920501709,2012-04-30 00:00:00-04:00
23.615982055664062,2012-05-01 00:00:00-04:00
23.83600616455078,2012-05-02 00:00:00-04:00
23.230941772460938,2012-05-03 00:00:00-04:00
22.3416690826416,2012-05-04 00:00:00-04:00
21.947460174560547,2012-05-07 00:00:00-04:00
22.09414291381836,2012-05-08 00:00:00-04:00
21.57158088684082,2012-05-09 00:00:00-04:00
21.57158088684082,2012-05-10 00:00:00-04:00
22.084972381591797,2012-05-11 00:00:00-04:00
21.452402114868164,2012-05-14 00:00:00-04:00
21.039857864379883,2012-05-15 00:00:00-04:00
19.719711303710938,2012-05-16 00:00:00-04:00
18.757102966308594,2012-05-17 00:00:00-04:00
18.014514923095703,2012-05-18 00:00:00-04:00
19.32550048828125,2012-05-21 00:00:00-04:00
19.371335983276367,2012-05-22 00:00:00-04:00
19.994739532470703,2012-05-23 00:00:00-04:00
19.481353759765625,2012-05-24 00:00:00-04:00
20.022247314453125,2012-05-25 00:00:00-04:00
20.39812469482422,2012-05-29 00:00:00-04:00
19.738048553466797,2012-05-30 00:00:00-04:00
19.353002548217773,2012-05-31 00:00:00-04:00
17.79449462890625,2012-06-01 00:00:00-04:00
17.244436264038086,2012-06-04 00:00:00-04:00
17.776159286499023,2012-06-05 00:00:00-04:00
18.50040626525879,2012-06-06 00:00:00-04:00
18.225374221801758,2012-06-07 00:00:00-04:00
18.56458282470703,2012-06-08 00:00:00-04:00
18.133695602416992,2012-06-11 00:00:00-04:00
18.5554141998291,2012-06-12 00:00:00-04:00
18.289552688598633,2012-06-13 00:00:00-04:00
18.50040626525879,2012-06-14 00:00:00-04:00
18.70210075378418,2012-06-15 00:00:00-04:00
18.903785705566406,2012-06-18 00:00:00-04:00
19.32550048828125,2012-06-19 00:00:00-04:00
19.774717330932617,2012-06-20 00:00:00-04:00
18.51874542236328,2012-06-21 00:00:00-04:00
19.5455265045166,2012-06-22 00:00:00-04:00
18.977127075195312,2012-06-25 00:00:00-04:00
19.261323928833008,2012-06-26 00:00:00-04:00
19.554689407348633,2012-06-27 00:00:00-04:00
19.692209243774414,2012-06-28 00:00:00-04:00
21.296550750732422,2012-06-29 00:00:00-04:00
21.186542510986328,2012-07-02 00:00:00-04:00
21.608259201049805,2012-07-03 00:00:00-04:00
21.21404266357422,2012-07-05 00:00:00-04:00
20.480632781982422,2012-07-06 00:00:00-04:00
20.288105010986328,2012-07-09 00:00:00-04:00
19.39884376525879,2012-07-10 00:00:00-04:00
19.23382568359375,2012-07-11 00:00:00-04:00
18.537078857421875,2012-07-12 00:00:00-04:00
18.683757781982422,2012-07-13 00:00:00-04:00
18.67458724975586,2012-07-16 00:00:00-04:00
18.362892150878906,2012-07-17 00:00:00-04:00
20.04058074951172,2012-07-18 00:00:00-04:00
21.030691146850586,2012-07-19 00:00:00-04:00
20.54480743408203,2012-07-20 00:00:00-04:00
20.150598526000977,2012-07-23 00:00:00-04:00
20.73733139038086,2012-07-24 00:00:00-04:00
20.599809646606445,2012-07-25 00:00:00-04:00
21.140703201293945,2012-07-26 00:00:00-04:00
21.837446212768555,2012-07-27 00:00:00-04:00
21.195711135864258,2012-07-30 00:00:00-04:00
20.709823608398438,2012-07-31 00:00:00-04:00
20.22393226623535,2012-08-01 00:00:00-04:00
19.756380081176758,2012-08-02 00:00:00-04:00
20.443960189819336,2012-08-03 00:00:00-04:00
20.94818115234375,2012-08-06 00:00:00-04:00
22.24083137512207,2012-08-07 00:00:00-04:00
21.828279495239258,2012-08-08 00:00:00-04:00
21.754940032958984,2012-08-09 00:00:00-04:00
22.24083137512207,2012-08-10 00:00:00-04:00
21.993297576904297,2012-08-13 00:00:00-04:00
22.497526168823242,2012-08-14 00:00:00-04:00
22.928409576416016,2012-08-15 00:00:00-04:00
23.597652435302734,2012-08-16 00:00:00-04:00
23.872678756713867,2012-08-17 00:00:00-04:00
22.882568359375,2012-08-20 00:00:00-04:00
22.277498245239258,2012-08-21 00:00:00-04:00
21.754940032958984,2012-08-22 00:00:00-04:00
21.745769500732422,2012-08-23 00:00:00-04:00
21.76410484313965,2012-08-24 00:00:00-04:00
22.470022201538086,2012-08-27 00:00:00-04:00
21.837446212768555,2012-08-28 00:00:00-04:00
21.553247451782227,2012-08-29 00:00:00-04:00
20.920677185058594,2012-08-30 00:00:00-04:00
21.37906265258789,2012-08-31 00:00:00-04:00
21.049026489257812,2012-09-04 00:00:00-04:00
21.296550750732422,2012-09-05 00:00:00-04:00
22.433347702026367,2012-09-06 00:00:00-04:00
22.754215240478516,2012-09-07 00:00:00-04:00
21.589916229248047,2012-09-10 00:00:00-04:00
22.616701126098633,2012-09-11 00:00:00-04:00
22.928409576416016,2012-09-12 00:00:00-04:00
24.2302188873291,2012-09-13 00:00:00-04:00
24.450237274169922,2012-09-14 00:00:00-04:00
24.266883850097656,2012-09-17 00:00:00-04:00
24.41357421875,2012-09-18 00:00:00-04:00
24.12937355041504,2012-09-19 00:00:00-04:00
23.689321517944336,2012-09-20 00:00:00-04:00
23.57013511657715,2012-09-21 00:00:00-04:00
23.30428123474121,2012-09-24 00:00:00-04:00
22.18582534790039,2012-09-25 00:00:00-04:00
21.782440185546875,2012-09-26 00:00:00-04:00
23.258441925048828,2012-09-27 00:00:00-04:00
22.928409576416016,2012-09-28 00:00:00-04:00
23.010913848876953,2012-10-01 00:00:00-04:00
22.955907821655273,2012-10-02 00:00:00-04:00
22.506690979003906,2012-10-03 00:00:00-04:00
22.506690979003906,2012-10-04 00:00:00-04:00
23.175933837890625,2012-10-05 00:00:00-04:00
22.946741104125977,2012-10-08 00:00:00-04:00
22.424182891845703,2012-10-09 00:00:00-04:00
21.269052505493164,2012-10-10 00:00:00-04:00
20.810667037963867,2012-10-11 00:00:00-04:00
20.13225746154785,2012-10-12 00:00:00-04:00
21.030691146850586,2012-10-15 00:00:00-04:00
21.479907989501953,2012-10-16 00:00:00-04:00
21.259885787963867,2012-10-17 00:00:00-04:00
21.269052505493164,2012-10-18 00:00:00-04:00
20.361448287963867,2012-10-19 00:00:00-04:00
19.912233352661133,2012-10-22 00:00:00-04:00
