GOOGL,Date
8.445945739746094,2006-03-10 00:00:00-05:00
8.434934616088867,2006-03-13 00:00:00-05:00
8.787788391113281,2006-03-14 00:00:00-05:00
8.621121406555176,2006-03-15 00:00:00-05:00
8.477727890014648,2006-03-16 00:00:00-05:00
8.503252983093262,2006-03-17 00:00:00-05:00
8.713462829589844,2006-03-20 00:00:00-05:00
8.50650691986084,2006-03-21 00:00:00-05:00
8.51401424407959,2006-03-22 00:00:00-05:00
8.555806159973145,2006-03-23 00:00:00-05:00
9.154153823852539,2006-03-24 00:00:00-05:00
9.25150203704834,2006-03-27 00:00:00-05:00
9.439438819885254,2006-03-28 00:00:00-05:00
9.884384155273438,2006-03-29 00:00:00-05:00
9.720721244812012,2006-03-30 00:00:00-05:00
9.759759902954102,2006-03-31 00:00:00-05:00
9.752251625061035,2006-04-03 00:00:00-04:00
10.118618965148926,2006-04-04 00:00:00-04:00
10.209959983825684,2006-04-05 00:00:00-04:00
10.289790153503418,2006-04-06 00:00:00-04:00
10.164163589477539,2006-04-07 00:00:00-04:00
10.419919967651367,2006-04-10 00:00:00-04:00
10.251751899719238,2006-04-11 00:00:00-04:00
10.233983993530273,2006-04-12 00:00:00-04:00
10.064064025878906,2006-04-13 00:00:00-04:00
10.180681228637695,2006-04-17 00:00:00-04:00
10.11611557006836,2006-04-18 00:00:00-04:00
10.272772789001465,2006-04-19 00:00:00-04:00
10.385384559631348,2006-04-20 00:00:00-04:00
10.938438415527344,2006-04-21 00:00:00-04:00
11.023524284362793,2006-04-24 00:00:00-04:00
10.689689636230469,2006-04-25 00:00:00-04:00
10.659910202026367,2006-04-26 00:00:00-04:00
10.511260986328125,2006-04-27 00:00:00-04:00
10.458958625793457,2006-04-28 00:00:00-04:00
9.982481956481934,2006-05-01 00:00:00-04:00
9.87987995147705,2006-05-02 00:00:00-04:00
9.864113807678223,2006-05-03 00:00:00-04:00
9.878628730773926,2006-05-04 00:00:00-04:00
9.867366790771484,2006-05-05 00:00:00-04:00
9.879379272460938,2006-05-08 00:00:00-04:00
10.230230331420898,2006-05-09 00:00:00-04:00
10.084585189819336,2006-05-10 00:00:00-04:00
9.684684753417969,2006-05-11 00:00:00-04:00
9.3626127243042,2006-05-12 00:00:00-04:00
9.414414405822754,2006-05-15 00:00:00-04:00
9.291791915893555,2006-05-16 00:00:00-04:00
9.371871948242188,2006-05-17 00:00:00-04:00
9.28403377532959,2006-05-18 00:00:00-04:00
9.259759902954102,2006-05-19 00:00:00-04:00
9.28303337097168,2006-05-22 00:00:00-04:00
9.39889907836914,2006-05-23 00:00:00-04:00
9.540790557861328,2006-05-24 00:00:00-04:00
9.584334373474121,2006-05-25 00:00:00-04:00
